Rule,Head Coverage,Std Confidence,PCA Confidence,Positive Examples,Body size,PCA Body size,Functional variable,Instances,Rules_with_labels,Instances_with_labels,Variable_types
?a  1287  ?f  ?b  341  ?f   => ?a  1166  ?b,0.211841824,1.0,1.0,25757,25757,25757,?b,26029436 1287 107200 16792669 341 107215 => 26029436 1166 12859643,?a /biology/genome/chromosome ?f ?b /biology/gene/chromosome ?f => ?a /biology/genome/gene ?b,Human genome /biology/genome/chromosome Chromosome 14 (human) zinc finger protein 790 /biology/gene/chromosome Chromosome 19 (human) => Human genome /biology/genome/gene GTP-binding protein 8 (putative),"{'?a': ""['/projects/project_focus', '/biology/genome', '/book/book_subject']"", '?f': ""['/biology/chromosome']"", '?b': ""['/biology/gene']""}"
?a  152  ?e  ?e  943  ?b   => ?a  943  ?b,0.252173913,1.0,1.0,58,58,58,?b,29709800 152 29709800 24305 943 22126748 => 24305 943 22126748,?a /location/hud_county_place/place ?e ?e /travel/travel_destination/local_transportation ?b => ?a /travel/travel_destination/local_transportation ?b,Radnor Township /location/hud_county_place/place Radnor Township Los Angeles /travel/travel_destination/local_transportation Metrolink => Los Angeles /travel/travel_destination/local_transportation Metrolink,"{'?a': ""['/location/hud_foreclosure_area', '/fictional_universe/fictional_setting', '/location/location', '/location/citytown', '/film/film_location', '/olympics/olympic_host_city', '/book/book_subject', '/government/governmental_jurisdiction', '/location/administrative_division', '/periodicals/newspaper_circulation_area', '/location/dated_location', '/business/business_location', '/location/hud_county_place', '/location/statistical_region', '/business/employer', '/travel/travel_destination', '/sports/sports_team_location', '/tv/tv_location', '/olympics/olympic_bidding_city', '/location/place_with_neighborhoods', '/organization/organization_scope', '/film/film_subject', '/location/capital_of_administrative_division']"", '?e': ""['/location/hud_foreclosure_area', '/fictional_universe/fictional_setting', '/location/location', '/location/citytown', '/film/film_location', '/olympics/olympic_host_city', '/book/book_subject', '/government/governmental_jurisdiction', '/location/administrative_division', '/periodicals/newspaper_circulation_area', '/location/dated_location', '/business/business_location', '/location/hud_county_place', '/location/statistical_region', '/business/employer', '/travel/travel_destination', '/sports/sports_team_location', '/tv/tv_location', '/olympics/olympic_bidding_city', '/location/place_with_neighborhoods', '/organization/organization_scope', '/film/film_subject', '/location/capital_of_administrative_division']"", '?b': ""['/metropolitan_transit/transit_system', '/travel/transport_operator', '/internet/social_network_user', '/organization/organization']""}"
?a  152  ?f  ?f  762  ?b   => ?a  762  ?b,0.227436823,1.0,1.0,63,63,63,?b,29709800 152 29709800 200472 762 6623307 => 200472 762 6623307,?a /location/hud_county_place/place ?f ?f /tv/tv_location/tv_shows_filmed_here ?b => ?a /tv/tv_location/tv_shows_filmed_here ?b,Radnor Township /location/hud_county_place/place Radnor Township Hanover /tv/tv_location/tv_shows_filmed_here Peter Bear's Den => Hanover /tv/tv_location/tv_shows_filmed_here Peter Bear's Den,"{'?a': ""['/location/hud_foreclosure_area', '/location/dated_location', '/periodicals/newspaper_circulation_area', '/location/location', '/location/citytown', '/location/hud_county_place', '/location/statistical_region', '/tv/tv_location']"", '?f': ""['/location/hud_foreclosure_area', '/location/dated_location', '/periodicals/newspaper_circulation_area', '/location/location', '/location/citytown', '/location/hud_county_place', '/location/statistical_region', '/tv/tv_location']"", '?b': ""['/tv/tv_program']""}"
?a  743  ?f  ?f  791  ?b   => ?a  742  ?b,0.707792208,0.968888889,1.0,218,225,218,?a,712972 743 712974 235296 791 149993 => 4960068 742 149993,?a /american_football/football_team/conference ?f ?f /basketball/basketball_conference/divisions ?b => ?a /american_football/football_team/division ?b,Emporia State Hornets football /american_football/football_team/conference Mid-America Intercollegiate Athletics Association 235296 /basketball/basketball_conference/divisions Division I (NCAA) => Kentucky Wildcats football /american_football/football_team/division Division I (NCAA),"{'?a': ""['/american_football/football_team', '/sports/school_sports_team', '/sports/sports_team']"", '?f': ""['/business/employer', '/organization/organization', '/american_football/football_conference', '/sports/sports_league']"", '?b': ""['/sports/sports_league', '/organization/organization', '/baseball/baseball_division', '/basketball/basketball_division', '/american_football/football_division', '/business/employer', '/american_football/football_conference']""}"
?b  1421  ?e  ?e  437  ?a   => ?a  341  ?b,0.887836316,0.963512261,1.0,22868,23734,22868,?a,333820 1421 11981376 14901950 437 20736919 => 16792669 341 107215,?b /biology/chromosome/locus ?e ?e /biology/genomic_locus/annotation ?a => ?a /biology/gene/chromosome ?b,Escherichia coli str. K-12 substr. MG1655 /biology/chromosome/locus b2995 14901950 /biology/genomic_locus/annotation 20736919 => zinc finger protein 790 /biology/gene/chromosome Chromosome 19 (human),"{'?b': ""['/biology/chromosome']"", '?e': ""['/biology/genomic_locus']"", '?a': ""['/biology/gene']""}"
?e  109  ?a  ?e  283  ?b   => ?a  283  ?b,0.966981132,0.944700461,1.0,205,217,205,?a,18091036 109 18091036 9296691 283 39916892 => 9296691 283 39916892,?e /education/educational_institution/campuses ?a ?e /education/university/number_of_postgraduates ?b => ?a /education/university/number_of_postgraduates ?b,The Art Institute of Seattle /education/educational_institution/campuses The Art Institute of Seattle Upper Iowa University /education/university/number_of_postgraduates 39916892 => Upper Iowa University /education/university/number_of_postgraduates 39916892,"{'?e': ""['/organization/organization', '/education/university', '/business/business_operation', '/education/educational_institution', '/organization/non_profit_organization', '/location/location', '/education/educational_institution_campus', '/business/employer', '/organization/endowed_organization']"", '?a': ""['/organization/organization', '/education/university', '/business/business_operation', '/education/educational_institution', '/organization/non_profit_organization', '/location/location', '/education/educational_institution_campus', '/business/employer', '/organization/endowed_organization']""}"
?e  152  ?a  ?e  152  ?b   => ?a  152  ?b,0.922877687,0.961109545,1.0,23873,24839,23873,?a,29709800 152 29709800 29709800 152 29709800 => 29709800 152 29709800,?e /location/hud_county_place/place ?a ?e /location/hud_county_place/place ?b => ?a /location/hud_county_place/place ?b,Radnor Township /location/hud_county_place/place Radnor Township Radnor Township /location/hud_county_place/place Radnor Township => Radnor Township /location/hud_county_place/place Radnor Township,"{'?e': ""['/location/hud_foreclosure_area', '/location/hud_county_place', '/location/statistical_region', '/location/location', '/location/census_designated_place']"", '?a': ""['/location/hud_foreclosure_area', '/location/hud_county_place', '/location/statistical_region', '/location/location', '/location/census_designated_place']"", '?b': ""['/location/hud_foreclosure_area', '/location/hud_county_place', '/location/statistical_region', '/location/location', '/location/census_designated_place']""}"
?e  152  ?a  ?e  192  ?b   => ?a  192  ?b,0.199713751,1.0,1.0,3628,3628,3628,?b,29709800 152 29709800 112211 192 168359 => 112211 192 168359,?e /location/hud_county_place/place ?a ?e /travel/travel_destination/tourist_attractions ?b => ?a /travel/travel_destination/tourist_attractions ?b,Radnor Township /location/hud_county_place/place Radnor Township Dallas /travel/travel_destination/tourist_attractions Cotton Bowl => Dallas /travel/travel_destination/tourist_attractions Cotton Bowl,"{'?e': ""['/location/metropolitan_area_anchor', '/business/employer', '/location/statistical_region', '/location/capital_of_administrative_division', '/location/hud_county_place', '/location/dated_location', '/travel/travel_destination', '/film/film_location', '/fictional_universe/fictional_setting', '/sports/sports_team_location', '/business/business_location', '/location/place_with_neighborhoods', '/location/hud_foreclosure_area', '/periodicals/newspaper_circulation_area', '/location/location', '/organization/organization_scope', '/government/governmental_jurisdiction', '/location/citytown']"", '?a': ""['/location/metropolitan_area_anchor', '/business/employer', '/location/statistical_region', '/location/capital_of_administrative_division', '/location/hud_county_place', '/location/dated_location', '/travel/travel_destination', '/film/film_location', '/fictional_universe/fictional_setting', '/sports/sports_team_location', '/business/business_location', '/location/place_with_neighborhoods', '/location/hud_foreclosure_area', '/periodicals/newspaper_circulation_area', '/location/location', '/organization/organization_scope', '/government/governmental_jurisdiction', '/location/citytown']"", '?b': ""['/architecture/structure', '/sports/sports_facility', '/travel/tourist_attraction', '/architecture/venue', '/projects/project_focus', '/location/location']""}"
?e  152  ?a  ?e  762  ?b   => ?a  762  ?b,0.227436823,1.0,1.0,63,63,63,?b,29709800 152 29709800 200472 762 6623307 => 200472 762 6623307,?e /location/hud_county_place/place ?a ?e /tv/tv_location/tv_shows_filmed_here ?b => ?a /tv/tv_location/tv_shows_filmed_here ?b,Radnor Township /location/hud_county_place/place Radnor Township Hanover /tv/tv_location/tv_shows_filmed_here Peter Bear's Den => Hanover /tv/tv_location/tv_shows_filmed_here Peter Bear's Den,"{'?e': ""['/location/hud_foreclosure_area', '/location/dated_location', '/periodicals/newspaper_circulation_area', '/location/location', '/location/citytown', '/location/hud_county_place', '/location/statistical_region', '/tv/tv_location']"", '?a': ""['/location/hud_foreclosure_area', '/location/dated_location', '/periodicals/newspaper_circulation_area', '/location/location', '/location/citytown', '/location/hud_county_place', '/location/statistical_region', '/tv/tv_location']"", '?b': ""['/tv/tv_program']""}"
?e  152  ?a  ?e  943  ?b   => ?a  943  ?b,0.252173913,1.0,1.0,58,58,58,?b,29709800 152 29709800 24305 943 22126748 => 24305 943 22126748,?e /location/hud_county_place/place ?a ?e /travel/travel_destination/local_transportation ?b => ?a /travel/travel_destination/local_transportation ?b,Radnor Township /location/hud_county_place/place Radnor Township Los Angeles /travel/travel_destination/local_transportation Metrolink => Los Angeles /travel/travel_destination/local_transportation Metrolink,"{'?e': ""['/location/hud_foreclosure_area', '/fictional_universe/fictional_setting', '/location/location', '/location/citytown', '/film/film_location', '/olympics/olympic_host_city', '/book/book_subject', '/government/governmental_jurisdiction', '/location/administrative_division', '/periodicals/newspaper_circulation_area', '/location/dated_location', '/business/business_location', '/location/hud_county_place', '/location/statistical_region', '/business/employer', '/travel/travel_destination', '/sports/sports_team_location', '/tv/tv_location', '/olympics/olympic_bidding_city', '/location/place_with_neighborhoods', '/organization/organization_scope', '/film/film_subject', '/location/capital_of_administrative_division']"", '?a': ""['/location/hud_foreclosure_area', '/fictional_universe/fictional_setting', '/location/location', '/location/citytown', '/film/film_location', '/olympics/olympic_host_city', '/book/book_subject', '/government/governmental_jurisdiction', '/location/administrative_division', '/periodicals/newspaper_circulation_area', '/location/dated_location', '/business/business_location', '/location/hud_county_place', '/location/statistical_region', '/business/employer', '/travel/travel_destination', '/sports/sports_team_location', '/tv/tv_location', '/olympics/olympic_bidding_city', '/location/place_with_neighborhoods', '/organization/organization_scope', '/film/film_subject', '/location/capital_of_administrative_division']"", '?b': ""['/metropolitan_transit/transit_system', '/travel/transport_operator', '/internet/social_network_user', '/organization/organization']""}"
